Shape,Result,Number,Time
<http://example.org/lungCancer/shapes/Protocol1>,valid,1231,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,1159,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,665,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,197,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,401,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,46,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,271,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,376,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,757,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,274,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,206,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,96,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,752,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,827,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,40,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,536,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1141,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,747,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,260,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,952,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,983,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,479,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,199,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,527,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,violated,11,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,459,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1028,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,281,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1167,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1136,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,858,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,641,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,754,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,937,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,164,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,71,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,70,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,373,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,643,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,235,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,45,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,264,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,857,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,515,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,720,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,498,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,333,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1181,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,878,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,892,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,17,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,807,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,119,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,565,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,649,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,146,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,98,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,350,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,351,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,190,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,979,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1104,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,169,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1133,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,255,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,922,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,424,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,319,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,293,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,102,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,369,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,426,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,455,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1031,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1234,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,1204,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,889,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,575,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,230,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,315,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,447,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1240,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,374,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,808,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,580,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,554,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,54,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,738,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,237,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1025,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,831,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,52,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,510,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,832,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,730,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,755,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,837,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,211,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1128,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,433,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,344,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,962,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1238,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,236,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,324,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,430,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,249,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1191,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,883,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,392,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,866,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,543,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,368,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,759,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1023,8.113603115081787
